ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,AvgCH,AvgCD,AvgCA,missing_rodada,gols_pro_mandante,gols_pro_visitante,gols_sofridos_mandante,gols_sofridos_visitante,saldo_gols_mandante,saldo_gols_visitante,vitorias_mandante,vitorias_visitante,empates_mandante,empates_visitante,derrotas_mandante,derrotas_visitante,missing_colocacao_mandante,missing_colocacao_visitante,dia,mes,resultado_vitoria_mandante,resultado_vitoria_visitante,resultado_empate,gols_sofridos_media_mandante,gols_sofridos_media_visitante,gols_marcados_media_mandante,gols_marcados_media_visitante,vitorias_confronto_mandante,vitorias_confronto_visitante,empates_confronto,vitorias_seguidas_mandante,vitorias_seguidas_visitante,colocacao_media_mandante,colocacao_media_visitante,derrotas_seguidas_mandante,derrotas_seguidas_visitante,elo_mandante,elo_visitante,pred_resultado_empate,pred_resultado_vitoria_mandante,pred_resultado_vitoria_visitante
1.0,1.0620963006459188,0.02702702702702703,44,45,0.8991658406776509,0.9711241625770142,21,28,42,41,0.631578947368421,0.8421052631578947,0.8539740249683285,0.7830935928200902,0.09620822187325515,0.321864235874236,1.0,1.0,0.017223382045929013,0.2346570397111914,0.25442390876917026,0,0.009615384615384616,0.0,0.01818181818181818,0.009259259259259259,-0.06253403075278056,-0.08548505892480573,0.0,0.0,0.0,0.0,0.027777777777777776,0.02857142857142857,0,0,0.1,0.09090909090909091,0,0,1,0.044444444444444446,0.02631578947368421,0.027777777777777776,0.0,0.7142857142857142,0.6363636363636364,0.625,0.0,0.0,-0.12640515476260367,0.09776535792995418,0.058823529411764705,0.0625,1.6831338494408048,-0.7144839209813371,0.33826887607574463,0.3186609745025635,0.3430701196193695
1.0,1.0620963006459188,0.02702702702702703,59,45,0.7213298226580008,0.351330443528453,38,4,42,41,0.42105263157894735,0.47368421052631576,0.7620625463107176,0.8064022593762237,-1.5309207454634102,0.3853618097231227,1.0,0.0,0.05219206680584549,0.07821901323706382,0.09909555642941406,0,0.009615384615384616,0.01818181818181818,0.0,0.018518518518518517,0.1032578273465532,-0.0036895321542065413,0.030303030303030304,0.0,0.0,0.043478260869565216,0.0,0.0,0,0,0.1,0.09090909090909091,1,0,0,0.0,0.05263157894736842,0.027777777777777776,0.024691358024691357,0.047619047619047616,0.3181818181818182,0.375,0.07692307692307693,0.0,0.5239104685602162,-2.066971880456763,0.0,0.0,-0.4232070812577104,-0.18670035296316076,0.3072274923324585,0.42049679160118103,0.2722757160663605
1.0,1.0620963006459188,0.02702702702702703,72,45,0.7897159457435472,0.48718942723050596,41,45,42,41,0.894736842105263,0.3157894736842105,0.7793129520507092,0.8181740415776895,-0.5534554682890978,-0.010366510176650773,1.0,1.0,0.05949895615866387,0.07460890493381472,0.0841525756979945,0,0.019230769230769232,0.01818181818181818,0.03636363636363636,0.009259259259259259,-0.14542995980244744,0.07810599461639266,0.0,0.029411764705882353,0.0,0.0,0.027777777777777776,0.0,0,0,0.1,0.09090909090909091,0,0,1,0.08888888888888889,0.02631578947368421,0.05555555555555555,0.024691358024691357,0.47619047619047616,0.4545454545454546,0.375,0.0,0.07142857142857142,0.9574542174420961,0.09776535792995418,0.058823529411764705,0.0,-0.2825934637350931,0.052492035541945585,0.3247511386871338,0.3578159213066101,0.3174329400062561
1.0,1.0620963006459188,0.02702702702702703,44,45,0.8991658406776509,0.9711241625770142,48,47,42,41,0.9473684210526316,0.3684210526315789,0.7657007387172505,0.7964684833870479,0.00039884696844762093,0.0030057574566877978,2.0,2.0,0.09916492693110648,0.07099879663056563,0.0499410145497444,0,0.0,0.01818181818181818,0.01818181818181818,0.009259259259259259,-0.14542995980244744,0.07810599461639266,0.0,0.029411764705882353,0.0,0.0,0.027777777777777776,0.0,0,0,0.1,0.09090909090909091,0,0,1,0.044444444444444446,0.02631578947368421,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.07142857142857142,1.174226091883036,0.3142390817686259,0.058823529411764705,0.0,-0.6118384040377717,1.1123057784610584,0.3320801258087158,0.30463236570358276,0.3632875084877014
1.0,1.0622431004110395,0.02702702702702703,3,45,0.8831965326804802,0.8265369664638684,18,22,42,41,0.3157894736842105,0.3684210526315789,0.6480876845347974,0.7711162314499898,-0.04154912763939278,-0.003185452608183245,1.0,1.0,0.05375782881002087,0.08423586040914566,0.092410538733779,0,0.019230769230769232,0.01818181818181818,0.00909090909090909,0.009259259259259259,0.1032578273465532,0.07810599461639266,0.030303030303030304,0.029411764705882353,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.09090909090909091,0,0,1,0.022222222222222223,0.02631578947368421,0.05555555555555555,0.024691358024691357,0.42857142857142855,0.6818181818181819,0.375,0.07692307692307693,0.07142857142857142,-0.5599489036444836,-0.11870836590871754,0.0,0.0,0.18822162536560597,1.1418872453243625,0.3289770185947418,0.34575188159942627,0.3252710998058319
1.0,1.0622431004110395,0.02702702702702703,11,45,0.8727096040101687,0.8726976679861451,26,8,42,41,0.8421052631578947,0.2631578947368421,0.7912520384988702,0.7069222968863127,-0.09022544918352936,0.09698561073474696,5.0,3.0,0.06315240083507306,0.07099879663056563,0.08100668501769562,0,0.009615384615384616,0.03636363636363636,0.01818181818181818,0.0,-0.06253403075278056,0.3234925749281902,0.0,0.029411764705882353,0.0,0.0,0.027777777777777776,0.0,0,0,0.13333333333333333,0.09090909090909091,1,0,0,0.044444444444444446,0.0,0.027777777777777776,0.04938271604938271,1.0,0.5454545454545454,0.375,0.0,0.07142857142857142,0.09036671967833629,-0.11870836590871754,0.058823529411764705,0.0,-0.2538692313010674,1.4905775831741608,0.3132803440093994,0.3849776089191437,0.3017420768737793
1.0,1.0622431004110395,0.02702702702702703,0,45,0.8822211462804724,0.75495318851006,33,19,42,41,0.5263157894736843,0.3684210526315789,0.8425294354759691,0.6279901310033653,0.07121797623870507,-0.41038448802592153,5.0,1.0,0.012526096033402927,0.282791817087846,0.31537554069996065,0,0.019230769230769232,0.01818181818181818,0.01818181818181818,0.0,0.020361898296886314,0.15990152138699185,0.0,0.029411764705882353,0.043478260869565216,0.0,0.0,0.0,0,0,0.13333333333333333,0.09090909090909091,1,0,0,0.044444444444444446,0.0,0.05555555555555555,0.024691358024691357,0.5714285714285714,0.2272727272727273,0.25,0.0,0.07142857142857142,0.5239104685602162,-0.551655813586061,0.0,0.0,1.4434213093762371,-0.04670752217260835,0.3377875089645386,0.3171931207180023,0.3450193703174591
1.0,1.0622431004110395,0.02702702702702703,70,45,0.8248847439833021,0.5564847922696696,46,12,42,41,0.894736842105263,0.3684210526315789,0.6794852216075966,0.6847173196414247,-0.37880069623719514,0.3869118479058305,1.0,1.0,0.02453027139874738,0.16726835138387486,0.18993314982304366,0,0.009615384615384616,0.03636363636363636,0.01818181818181818,0.018518518518518517,-0.06253403075278056,0.15990152138699185,0.0,0.029411764705882353,0.0,0.0,0.027777777777777776,0.0,0,0,0.13333333333333333,0.09090909090909091,0,0,1,0.044444444444444446,0.05263157894736842,0.027777777777777776,0.04938271604938271,0.19047619047619047,0.09090909090909091,0.3125,0.0,0.07142857142857142,0.09036671967833629,-1.417550708940748,0.058823529411764705,0.0,-0.7639556485535585,-0.9924015506309842,0.32796406745910645,0.3231634795665741,0.34887242317199707
1.0,1.0623899001761599,0.02702702702702703,39,45,0.886124194807291,0.8568229372485967,16,14,42,41,1.0,0.9473684210526316,0.7477073007167834,0.6560066206545649,0.10072630529536342,-0.06663921316218156,1.0,2.0,0.01565762004175366,0.21660649819494587,0.30633110499410143,0,0.0,0.0,0.03636363636363636,0.009259259259259259,-0.3112218179017812,-0.08548505892480573,0.0,0.0,0.0,0.0,0.027777777777777776,0.02857142857142857,0,0,0.16666666666666669,0.09090909090909091,0,1,0,0.08888888888888889,0.02631578947368421,0.0,0.0,0.47619047619047616,0.3181818181818182,0.25,0.0,0.0,0.09036671967833629,-0.9846032612634045,0.058823529411764705,0.0625,0.7124510189492861,-1.430663830707511,0.33590853214263916,0.31267836689949036,0.35141313076019287
1.0,1.0631238990017615,0.05405405405405406,39,45,0.886124194807291,0.8568229372485967,4,48,42,41,0.631578947368421,0.894736842105263,0.8022731628059823,0.7964684833870479,0.34530914590937506,0.0030057574566877978,3.0,3.0,0.017223382045929013,0.22262334536702771,0.2540306724341329,0,0.019230769230769232,0.01818181818181818,0.02727272727272727,0.037037037037037035,-0.06253403075278056,-0.16728058569540497,0.0,0.0,0.043478260869565216,0.043478260869565216,0.027777777777777776,0.02857142857142857,0,0,0.3333333333333333,0.09090909090909091,0,0,1,0.03333333333333333,0.05263157894736842,0.027777777777777776,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,-1.2102645269673034,1.3966077009619846,0.058823529411764705,0.0,-0.35854824668087754,-0.5903039948870852,0.3162533640861511,0.4033671021461487,0.2803795337677002
1.0,1.0631238990017615,0.05405405405405406,2,45,0.7921775400036931,0.542089818812117,12,14,42,41,0.10526315789473684,0.5263157894736843,0.6804606311117569,0.6560066206545649,0.3468926840148598,-0.06663921316218156,3.0,3.0,0.08455114822546972,0.06618531889290019,0.05977192292567834,0,0.04807692307692308,0.01818181818181818,0.02727272727272727,0.018518518518518517,0.18615375639622006,-0.0036895321542065413,0.030303030303030304,0.029411764705882353,0.043478260869565216,0.0,0.0,0.02857142857142857,0,0,0.3333333333333333,0.09090909090909091,0,0,1,0.03333333333333333,0.02631578947368421,0.06944444444444445,0.012345679012345678,0.19047619047619047,0.13636363636363635,0.0625,0.0,0.07142857142857142,-1.1018785897468335,0.3142390817686259,0.0,0.0,-0.9626380002288667,-1.1534588825503003,0.31280970573425293,0.3951442539691925,0.29204607009887695
1.0,1.0631238990017615,0.05405405405405406,49,45,0.8365945588214728,0.6811110161892913,19,21,42,41,0.5789473684210527,0.736842105263158,0.6247902593092511,0.8585953647448308,-0.4676350762663283,0.1415306431307776,1.0,2.0,0.232776617954071,0.14440433212996395,0.01808887141171845,0,0.028846153846153848,0.01818181818181818,0.045454545454545456,0.027777777777777776,-0.14542995980244744,-0.08548505892480573,0.030303030303030304,0.0,0.0,0.043478260869565216,0.027777777777777776,0.02857142857142857,0,0,0.3333333333333333,0.09090909090909091,0,1,0,0.05555555555555556,0.039473684210526314,0.041666666666666664,0.012345679012345678,0.14285714285714285,0.6818181818181819,0.4375,0.0,0.0,-0.6683348408649535,0.09776535792995418,0.058823529411764705,0.0,-0.22562692148004387,1.5733726462407236,0.32126525044441223,0.3674573004245758,0.3112774193286896
1.0,1.0631238990017615,0.05405405405405406,44,45,0.8991658406776509,0.9711241625770142,47,16,42,41,0.15789473684210525,1.0,0.7657007387172505,0.7544137449486421,0.00039884696844762093,0.14595314600119833,2.0,2.0,0.0683716075156576,0.06979542719614923,0.07432166732206055,0,0.038461538461538464,0.00909090909090909,0.02727272727272727,0.05555555555555555,0.1032578273465532,-0.41266716600720255,0.030303030303030304,0.0,0.043478260869565216,0.0,0.0,0.05714285714285714,0,0,0.3333333333333333,0.09090909090909091,0,0,1,0.03333333333333333,0.07894736842105263,0.05555555555555555,0.006172839506172839,0.0,0.045454545454545456,0.0625,0.0,0.0,-0.23479109198307366,0.9636602532846411,0.0,0.125,1.1064661672329854,0.40002608153635755,0.3292694687843323,0.32826974987983704,0.3424607217311859
1.0,1.0632706987668818,0.05405405405405406,8,45,0.8359939086845781,0.7457666073322966,2,41,42,41,0.5789473684210527,0.894736842105263,0.7400437084584428,0.7857365966131702,-0.7302690774634909,-0.494389340217036,2.0,1.0,0.04801670146137787,0.08182912154031291,0.10774675580023593,0,0.009615384615384616,0.02727272727272727,0.0,0.046296296296296294,0.1032578273465532,-0.16728058569540497,0.030303030303030304,0.0,0.0,0.043478260869565216,0.0,0.02857142857142857,0,0,0.3666666666666667,0.09090909090909091,1,0,0,0.0,0.06578947368421052,0.013888888888888888,0.018518518518518517,0.2857142857142857,0.5454545454545454,0.375,0.07692307692307693,0.0,-0.7767207780854235,1.1801339771233128,0.0,0.0,-0.6936551606103071,-0.30224436917856656,0.3246351182460785,0.3443520665168762,0.3310128450393677
1.0,1.0632706987668818,0.05405405405405406,81,45,0.9081252463590347,0.8071458190976468,13,38,42,41,1.0,0.05263157894736842,0.8017383575793147,0.767362555943629,0.06204760717214169,-1.4511762319523853,2.0,0.0,0.04384133611691022,0.07821901323706382,0.12347620920173025,0,0.009615384615384616,0.01818181818181818,0.01818181818181818,0.0,-0.06253403075278056,0.15990152138699185,0.0,0.058823529411764705,0.0,0.0,0.027777777777777776,0.0,0,0,0.3666666666666667,0.09090909090909091,1,0,0,0.022222222222222223,0.0,0.013888888888888888,0.012345679012345678,0.09523809523809523,0.36363636363636365,0.25,0.0,0.14285714285714285,-1.2102645269673034,-0.010471503989381683,0.058823529411764705,0.0,-0.36993195190186795,-0.25076860112151605,0.3062766194343567,0.34842437505722046,0.34529897570610046
1.0,1.0632706987668818,0.05405405405405406,44,45,0.8991658406776509,0.9711241625770142,22,8,42,41,0.3157894736842105,0.5263157894736843,0.7657007387172505,0.7069222968863127,-0.05163552458161856,0.09698561073474696,1.0,0.0,0.03810020876826722,0.09025270758122744,0.14392449862367282,0,0.028846153846153848,0.06363636363636363,0.01818181818181818,0.046296296296296294,0.1032578273465532,0.15990152138699185,0.030303030303030304,0.029411764705882353,0.043478260869565216,0.0,0.0,0.02857142857142857,0,0,0.3666666666666667,0.09090909090909091,1,0,0,0.022222222222222223,0.06578947368421052,0.041666666666666664,0.043209876543209874,0.5714285714285714,0.6363636363636364,0.6875,0.0,0.0,-0.4515629664240136,-0.6598926755053969,0.0,0.0625,1.157013798945276,1.1768090297461722,0.28925102949142456,0.39828479290008545,0.3124642074108124
1.0,1.0632706987668818,0.05405405405405406,25,45,0.8906699507359097,0.9156559984339911,45,26,42,41,0.3684210526315789,0.5789473684210527,0.8117269675407692,0.7964684833870479,-0.05897178147142172,-0.04095900311107167,2.0,0.0,0.04331941544885177,0.08664259927797835,0.12072355485646871,0,0.028846153846153848,0.05454545454545454,0.01818181818181818,0.046296296296296294,0.1032578273465532,0.07810599461639266,0.030303030303030304,0.029411764705882353,0.043478260869565216,0.0,0.0,0.02857142857142857,0,0,0.3666666666666667,0.09090909090909091,1,0,0,0.022222222222222223,0.06578947368421052,0.041666666666666664,0.037037037037037035,0.7619047619047619,0.7727272727272727,0.5,0.0,0.07142857142857142,-0.4515629664240136,0.6389496675266335,0.0,0.0,0.07541293054793315,0.03350559179513361,0.3377875089645386,0.3171931207180023,0.3450193703174591
1.0,1.0632706987668818,0.05405405405405406,70,45,0.8248847439833021,0.5564847922696696,46,18,42,41,0.8421052631578947,0.3684210526315789,0.6794852216075966,0.6524764519488098,-0.37880069623719514,0.006687565497441135,0.0,1.0,0.06054279749478079,0.09025270758122744,0.07864726700747149,0,0.019230769230769232,0.02727272727272727,0.02727272727272727,0.018518518518518517,-0.06253403075278056,0.07810599461639266,0.0,0.029411764705882353,0.043478260869565216,0.043478260869565216,0.027777777777777776,0.0,0,0,0.3666666666666667,0.09090909090909091,0,1,0,0.03333333333333333,0.02631578947368421,0.027777777777777776,0.018518518518518517,0.2857142857142857,0.4090909090909091,0.375,0.0,0.0,0.7406823430011562,-0.7681295374247328,0.0,0.0,-0.7738900211256878,0.1819439089343023,0.32154974341392517,0.4140707552433014,0.2643795609474182
1.0,1.0634174985320026,0.05405405405405406,20,45,0.8729090091420953,0.840985657625906,28,33,42,41,0.8421052631578947,0.3684210526315789,0.7780716141907609,0.8468487211442086,0.2804392421113345,0.11706906889102064,1.0,3.0,0.10229645093945719,0.09626955475330928,0.04404246952418404,0,0.009615384615384616,0.06363636363636363,0.01818181818181818,0.027777777777777776,-0.06253403075278056,0.3234925749281902,0.0,0.029411764705882353,0.043478260869565216,0.043478260869565216,0.027777777777777776,0.0,0,0,0.4,0.09090909090909091,0,1,0,0.022222222222222223,0.039473684210526314,0.013888888888888888,0.043209876543209874,0.6666666666666666,0.6818181818181819,0.625,0.0,0.07142857142857142,0.6322964057806861,0.20600221984929004,0.0,0.0,-0.6258123691274144,1.6070958125550356,0.31590163707733154,0.32875341176986694,0.3553449511528015
1.0,1.0642982971227246,0.08108108108108109,8,45,0.8359939086845781,0.7457666073322966,2,13,42,41,0.21052631578947367,0.5789473684210527,0.7400437084584428,0.80654580800737,-0.7302690774634909,0.10809269999060549,0.0,1.0,0.07933194154488518,0.049338146811071015,0.06842312229650022,0,0.028846153846153848,0.02727272727272727,0.00909090909090909,0.018518518518518517,0.18615375639622006,0.07810599461639266,0.06060606060606061,0.029411764705882353,0.0,0.0,0.0,0.02857142857142857,0,0,0.6,0.09090909090909091,0,1,0,0.007407407407407408,0.017543859649122806,0.027777777777777776,0.012345679012345678,0.19047619047619047,0.4545454545454546,0.6875,0.15384615384615385,0.07142857142857142,-0.34317702920354365,0.3142390817686259,0.0,0.0,-0.48830110728633286,-0.1594652993910639,0.30882564187049866,0.3621986508369446,0.328975647687912
1.0,1.065179095713447,0.08108108108108109,48,45,0.8400699646473958,0.708418767979448,14,45,42,41,0.47368421052631576,0.05263157894736842,0.6504109653283912,0.8181740415776895,-0.11646066817777731,-0.010366510176650773,0.0,1.0,0.0746346555323591,0.06377858002406744,0.06881635863153757,0,0.04807692307692308,0.045454545454545456,0.045454545454545456,0.018518518518518517,0.020361898296886314,0.24169704815759105,0.030303030303030304,0.058823529411764705,0.043478260869565216,0.043478260869565216,0.027777777777777776,0.0,0,0,0.8,0.09090909090909091,0,1,0,0.03703703703703704,0.017543859649122806,0.046296296296296294,0.0205761316872428,0.2857142857142857,0.36363636363636365,0.8125,0.0,0.07142857142857142,0.16262401115864974,-0.551655813586061,0.0,0.0,-1.1262152665566312,0.2739873103930928,0.3062766194343567,0.34842437505722046,0.34529897570610046
1.0,1.065179095713447,0.08108108108108109,44,45,0.8991658406776509,0.9711241625770142,48,28,42,41,0.7894736842105263,0.9473684210526316,0.7657007387172505,0.7830935928200897,0.00039884696844762093,0.321864235874236,1.0,1.0,0.11221294363256787,0.09987966305655838,0.0389303971686984,0,0.04807692307692308,0.01818181818181818,0.06363636363636363,0.046296296296296294,-0.14542995980244744,-0.24907611246600414,0.0,0.0,0.08695652173913043,0.043478260869565216,0.027777777777777776,0.05714285714285714,0,0,0.8,0.09090909090909091,0,0,1,0.05185185185185185,0.043859649122807015,0.046296296296296294,0.008230452674897118,0.0,0.0,0.0,0.0,0.0,1.390997966323976,0.8193444373921934,0.0,0.0625,-0.5568452346523637,-0.7850657340435254,0.3085097074508667,0.3980066180229187,0.2934836745262146
1.0,1.065179095713447,0.10810810810810811,39,45,0.886124194807291,0.8568229372485967,16,13,42,41,1.0,0.21052631578947367,0.7477073007167834,0.80654580800737,0.10072630529536342,0.10809269999060549,1.0,1.0,0.032881002087682666,0.1167268351383875,0.1525756979944947,0,0.028846153846153848,0.03636363636363636,0.07272727272727272,0.018518518518518517,-0.3941177469514481,0.15990152138699185,0.0,0.058823529411764705,0.043478260869565216,0.0,0.05555555555555555,0.02857142857142857,0,0,0.8,0.09090909090909091,0,0,1,0.044444444444444446,0.013157894736842105,0.020833333333333332,0.012345679012345678,0.7142857142857142,0.7272727272727273,0.4375,0.0,0.14285714285714285,1.246483383363349,0.24208117382240188,0.0,0.0,0.45580816139214997,0.023879937367415203,0.33713406324386597,0.33850038051605225,0.3243655860424042
